"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Berat A. Erol,University of Texas at San Antonio,us,Mo M. Jamshidi,University of Texas at San Antonio,us,2020,tcss
Berat A. Erol,University of Texas at San Antonio,us,Patrick Benavidez,University of Texas at San Antonio,us,2020,tcss
Berat A. Erol,University of Texas at San Antonio,us,Paul Rad,University of Texas at San Antonio,us,2020,tcss
Berat A. Erol,University of Texas at San Antonio,us,Abhijit Majumdar,University of Texas at San Antonio,us,2020,tcss
SiYa Yao,Tongji University,cn,MengChu Zhou,Macau University of Science and Technology,cn,2020,tcss
SiYa Yao,Tongji University,cn,Abdullah Abusorrah,King Abdulaziz University,sa,2020,tcss
SiYa Yao,Tongji University,cn,Qi Kang,Tongji University,cn,2020,tcss
Jianlei Lang,Beijing University of Technology,cn,Bo Liu 0024,University of Auckland,us,2021,tcss
Jianlei Lang,Beijing University of Technology,cn,Guangzhi Qu,Oakland University,us,2021,tcss
Jianlei Lang,Beijing University of Technology,cn,Yong Li 0037,Beijing University of Technology,cn,2021,tcss
Jianlei Lang,Beijing University of Technology,cn,Shuo Yan,Chinese Academy of Sciences,cn,2021,tcss
Jianlei Lang,Beijing University of Technology,cn,Jianqiang Li 0002,Beijing University of Technology,cn,2021,tcss
Xiaoyu Sean Lu,New Jersey Institute of Technology,us,Haoyue Liu,New Jersey Institute of Technology,us,2020,tcss
Xiaoyu Sean Lu,New Jersey Institute of Technology,us,Abdullah Abusorrah,King Abdulaziz University,sa,2020,tcss
Xiaoyu Sean Lu,New Jersey Institute of Technology,us,MengChu Zhou,Macau University of Science and Technology,cn,2020,tcss
Xiaoyu Sean Lu,New Jersey Institute of Technology,us,MengChu Zhou,Macau University of Science and Technology,cn,2019,tcss
Xiaoyu Sean Lu,New Jersey Institute of Technology,us,Haoyue Liu,New Jersey Institute of Technology,us,2019,tcss
David Ben-Arieh,Kansas State University,us,Chih-Hang Wu,Kansas State University,us,2019,tcss
David Ben-Arieh,Kansas State University,us,Marzieh Soltanolkottabi,Kansas State University,us,2019,tcss
Bing-Chuan Wang,City University of Hong Kong,hk,Yun Feng,City University of Hong Kong,hk,2019,tcss
Dan Braha,New England Complex Systems Institute,us,Blake C. Stacey,New England Complex Systems Institute,us,2011,socnet
Dan Braha,New England Complex Systems Institute,us,Yaneer Bar-Yam,New England Complex Systems Institute,us,2011,socnet
Quanbo Zha,Sichuan University,cn,Shui Yu,University of Technology Sydney,au,2019,tcss
Quanbo Zha,Sichuan University,cn,Yucheng Dong,Sichuan University,cn,2019,tcss
Quanbo Zha,Sichuan University,cn,Haiming Liang,Sichuan University,cn,2019,tcss
Quanbo Zha,Sichuan University,cn,Gang Kou,Southwestern University of Finance and Economics,cn,2019,tcss
Michael Neblo,Ohio State University,us,Brian Rubineau,McGill University,us,2019,socnet
Michael Neblo,Ohio State University,us,Yisook Lim,Yonsei University,kr,2019,socnet
Mary K. Feeney,Arizona State University,us,Eric W. Welch,Arizona State University,us,2018,socnet
Mary K. Feeney,Arizona State University,us,Michael D. Siciliano,University of Illinois at Chicago,us,2018,socnet
Yinan Mei,Central University of Finance and Economics,cn,Xiao Geng,Central University of Finance and Economics,cn,2019,tcss
Yinan Mei,Central University of Finance and Economics,cn,Yanmei Zhang,Central University of Finance and Economics,cn,2019,tcss
Yinan Mei,Central University of Finance and Economics,cn,Yuhang Jiao 0001,Central University of Finance and Economics,cn,2019,tcss
Yuri Takhteyev,University of Toronto,us,Barry Wellman,University of Toronto,us,2012,socnet
Yuri Takhteyev,University of Toronto,us,Anatoliy A. Gruzd,Dalhousie University,ca,2012,socnet
Vincent Buskens,Utrecht University,nl,Marcel A. L. M. van Assen,Tilburg University,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Martijn J. Burger,Erasmus University Rotterdam,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Arnout van de Rijt,Stony Brook University,us,2009,socnet
Vincent Buskens,Utrecht University,nl,Gönül Dogan,Tilburg University,nl,2009,socnet
Vincent Buskens,Utrecht University,nl,Vincenz Frey,Bocconi University,it,2019,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2019,socnet
Vincent Buskens,Utrecht University,nl,Vincenz Frey,Bocconi University,it,2013,socnet
Vincent Buskens,Utrecht University,nl,Werner Raub,Utrecht University,nl,2013,socnet
Vincent Buskens,Utrecht University,nl,Werner Raub,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Joris van der Veer,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2010,socnet
Vincent Buskens,Utrecht University,nl,Nikki van Gerwen,Utrecht University,nl,2018,socnet
Vincent Buskens,Utrecht University,nl,Bas Hofstra,Stanford University,us,2015,socnet
Vincent Buskens,Utrecht University,nl,Rense Corten,Utrecht University,nl,2015,socnet
Ning Cai 0002,Postal Scientific Research and Planning Academy,cn,Chen Diao,Ningxia University,cn,2019,tcss
Ning Cai 0002,Postal Scientific Research and Planning Academy,cn,Bo-Han Yan,Henan University of Economics and Law,cn,2019,tcss
Samuel Friedman,National Development and Research Institute,us,Huso Yi,National Development and Research Institute,us,2008,socnet
Samuel Friedman,National Development and Research Institute,us,Naomi Braine,National Development and Research Institute,us,2008,socnet
Samuel Friedman,National Development and Research Institute,us,Caroline Acker,Carnegie Mellon University,us,2008,socnet
Majed A. AlRubaian,King Saud University,sa,Jun Zhang 0010,Deakin University,au,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Chao Chen 0015,Deakin University,au,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Yi Xie 0002,Sun Yat-sen University,cn,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Wanlei Zhou,University of Technology Sydney,au,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Mohammad Mehedi Hassan,King Saud University,sa,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Abdulhameed Alelaiwi,King Saud University,sa,2015,tcss
Majed A. AlRubaian,King Saud University,sa,Yang Xiang 0001,Deakin University,au,2015,tcss
Rebecca Roth,Clemson University,us,Hunter Rogers,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Amal Ponathil,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Heidi Zinzow,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Kapil Chalil Madathil,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Sruthy Agnisarman,Clemson University,us,2021,tsc
Rebecca Roth,Clemson University,us,Meera Narasimhan,University of South Carolina,us,2021,tsc
Rebecca Roth,Clemson University,us,Pamela J. Wisniewski,University of Central Florida,us,2021,tsc
Rebecca Roth,Clemson University,us,Amro Khasawneh,Johns Hopkins University,us,2021,tsc
Somang Nam,University of Toronto,us,Mark H. Chignell,University of Toronto,us,2020,tcss
Somang Nam,University of Toronto,us,Deborah I. Fels,Ryerson University,ca,2020,tcss
Samrachana Adhikari,York University,ca,Tracy M. Sweet,University of Maryland - College Park,us,2020,socnet
Samrachana Adhikari,York University,ca,Beau Dabbs,Carnegie Mellon University,us,2020,socnet
Sudheer Dhulipalla,Arizona State University,us,Nicholas V. Findler,Arizona State University,us,1999,socnet
Corina Graif,Pennsylvania State University,us,Alyssa M. Yetter,Pennsylvania State University,us,2017,socnet
Corina Graif,Pennsylvania State University,us,Alina Lungeanu,Pennsylvania State University,us,2017,socnet
Chyi-In Wu,Academia Sinica,tw,Yen-Sheng Chiang,Academia Sinica,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Chien-Te Wu,National Taiwan University,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Yen-Wen Chen,National Taiwan University,tw,2020,socnet
Chyi-In Wu,Academia Sinica,tw,Wen-Chi Chuang,National Chengchi University,tw,2020,socnet
Qing Qing,Dalian University of Technology,cn,Shuo Yu,Dalian University of Technology,cn,2021,tcss
Qing Qing,Dalian University of Technology,cn,Ahsan Shehzad,Dalian University of Technology,cn,2021,tcss
Qing Qing,Dalian University of Technology,cn,Giles Oatley,Federation University Australia,au,2021,tcss
Qing Qing,Dalian University of Technology,cn,Feng Xia 0001,Federation University Australia,au,2021,tcss
Aayush Aggarwal,IIIT Delhi,in,Viresh Gupta,IIIT Delhi,in,2020,tcss
Aayush Aggarwal,IIIT Delhi,in,Tanmoy Chakraborty 0002,Indraprastha Institute of Information Technology Delhi,in,2020,tcss
Jian Li 0032,Tongji University,cn,Changjun Jiang,Tongji University,cn,2019,tcss
Jian Li 0032,Tongji University,cn,Chungang Yan,Tongji University,cn,2019,tcss
Jian Li 0032,Tongji University,cn,Guanjun Liu,Tongji University,cn,2019,tcss
Ariana Need,University of Twente,nl,Hester H. S. Moerbeek,Wageningen University,nl,2003,socnet
Ariana Need,University of Twente,nl,Tijs A. van den Broek,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Djoerd Hiemstra,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Anna Priante,University of Twente,nl,2019,socnet
Ariana Need,University of Twente,nl,Michel L. Ehrenhard,University of Twente,nl,2019,socnet
Robert J. Beck,University of California - Irvine,us,William J. Fitzgerald 0002,University of California - Irvine,us,2006,socnet
Robert J. Beck,University of California - Irvine,us,John P. Boyd 0002,University of California - Irvine,us,2006,socnet
William J. Fitzgerald 0002,University of California - Irvine,us,David A. Smith,University of California - Irvine,us,2010,socnet
William J. Fitzgerald 0002,University of California - Irvine,us,John P. Boyd 0002,University of California - Irvine,us,2010,socnet
William J. Fitzgerald 0002,University of California - Irvine,us,Matthew C. Mahutga,University of California - Riverside,us,2010,socnet
William J. Fitzgerald 0002,University of California - Irvine,us,Robert J. Beck,University of California - Irvine,us,2006,socnet
William J. Fitzgerald 0002,University of California - Irvine,us,John P. Boyd 0002,University of California - Irvine,us,2006,socnet
Nicholas V. Findler,Arizona State University,us,Sudheer Dhulipalla,Arizona State University,us,1999,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Vincent Buskens,Utrecht University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Gönül Dogan,Tilburg University,nl,2009,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2007,socnet
Arnout van de Rijt,Stony Brook University,us,Marcel A. L. M. van Assen,Tilburg University,nl,2008,socnet
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Gang Xiong 0001,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Fenghua Zhu,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yong Yuan,Renmin University of China,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Shuangshuang Han,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Xiao Wang 0002,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Qingchun Lu,Wuhan University,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yishi Lee,University of Denver,us,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Jun Jason Zhang,Wuhan University,cn,2018,tcss
Jiachen Hou,Qingdao Academy of Intelligent Industries,cn,Yisheng Lv,Chinese Academy of Sciences,cn,2018,tcss
Ryan Hare,Rowan University,us,Ying Tang 0001,Dalian Maritime University,cn,2020,tcss
Ryan Hare,Rowan University,us,Fei-Yue Wang 0001,Chinese Academy of Sciences,cn,2020,tcss
Yasushi Kondo,Waseda University,jp,Sangwon Suh,University of California - Santa Barbara,us,2013,socnet
Yasushi Kondo,Waseda University,jp,Shigemi Kagawa,Kyushu University,jp,2013,socnet
Yasushi Kondo,Waseda University,jp,Shunsuke Okamoto,Kyushu University,jp,2013,socnet
Yasushi Kondo,Waseda University,jp,Keisuke Nansai,National Institute for Environmental Studies,jp,2013,socnet
Vasja Vehovar,University of Ljubljana,si,Valentina Hlebec,University of Ljubljana,si,2008,socnet
Vasja Vehovar,University of Ljubljana,si,Katja Lozar Manfreda,University of Ljubljana,si,2008,socnet
Vasja Vehovar,University of Ljubljana,si,Gasper Koren,University of Ljubljana,si,2008,socnet
Aymen Hamrouni,University of Carthage,tn,Mounir Frikha,University of Carthage,tn,2020,tcss
Aymen Hamrouni,University of Carthage,tn,Hakim Ghazzai,Stevens Institute of Technology,us,2020,tcss
Aymen Hamrouni,University of Carthage,tn,Yehia Massoud,Stevens Institute of Technology,us,2020,tcss
Poong Oh,University of Pennsylvania,us,Peter Monge,University of Southern California,us,2016,socnet
Poong Oh,University of Pennsylvania,us,Martin Hilbert,University of California - Davis,us,2016,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Jennifer B. Unger,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Daniel W. Soto,University of Southern California,us,2013,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,John A. Schneider,University of Chicago,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Dennis Li,The University of Texas Health Science Center at Houston,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Ming Cao 0005,The University of Texas Health Science Center at Houston,us,2018,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2011,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Chih-Ping Chou,University of Southern California,us,2011,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Tom A. B. Snijders,University of Groningen,nl,2017,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2017,socnet
Kayo Fujimoto,The University of Texas Health Science Center at Houston,us,Thomas W. Valente,University of Southern California,us,2010,socnet
Brandon Brooks,Michigan State University,us,Jessica Vitak,University of Maryland - College Park,us,2014,socnet
Brandon Brooks,Michigan State University,us,Cliff Lampe,University of Michigan,us,2014,socnet
Brandon Brooks,Michigan State University,us,Bernie Hogan,University of Oxford,us,2014,socnet
Brandon Brooks,Michigan State University,us,Nicole B. Ellison,University of Michigan,us,2014,socnet
James H. Liu,Massey University,us,Robert Jiqi Zhang,Massey University,us,2020,tcss
James H. Liu,Massey University,us,Tomas Pérez-Acle,University of Valparaíso,cl,2020,tcss
Long Doan,Indiana University,us,Weihua An,Indiana University,us,2015,socnet
Piao Chen,Institute of High Performance Computing,sg,Ryan Wen Liu,Wuhan University,cn,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Zhe Xiao,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Yauheni Pyrloh,Belarusian State University of Informatics and Radioelectronics,by,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Yechao Yang,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Wei Jing,Institute of High Performance Computing,sg,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Ekanut Sotthiwat,King Mongkut's University of Technology Thonburi,th,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Zengxiang Li,Digital Research Institute,cn,2020,tcss
Piao Chen,Institute of High Performance Computing,sg,Rick Siow Mong Goh,Institute of High Performance Computing,sg,2020,tcss
Jennifer M. Badham,Queen's University Belfast,uk,Ruth F. Hunter,Queen's University Belfast,uk,2021,socnet
Jennifer M. Badham,Queen's University Belfast,uk,Frank Kee,Queen's University Belfast,uk,2021,socnet
Yi-Nan Lin,Ming Chi University of Technology,tw,Rong-Kuan Shen,Shih Hsin University,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Tong-Ying Tony Juang,National Taipei University,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Victor R. L. Shen,Chaoyang University of Technology,tw,2018,tcss
Yi-Nan Lin,Ming Chi University of Technology,tw,Soo Yong Lim,National Taipei University,tw,2018,tcss
Qiwen Zheng,University of Maryland - College Park,us,Tracy M. Sweet,University of Maryland - College Park,us,2018,socnet
Qiwen Zheng,University of Maryland - College Park,us,Tracy M. Sweet,University of Maryland - College Park,us,2017,socnet
Xiaolong Lin,South China Normal University,cn,Bo Zhang 0004,Shanghai Normal University,cn,2020,tcss
Tianlu Gao,Wuhan University,cn,Qingpeng Zhang,City University of Hong Kong,hk,2020,tcss
