"author","author_affiliation","author_country","coauthor","coauthor_affiliation","coauthor_country","year","area"
Abhijit Chakraborty,University of Hyogo,jp,Hiroyasu Inoue,University of Hyogo,jp,2019,socnet
Abhijit Chakraborty,University of Hyogo,jp,Yoshi Fujiwara,University of Hyogo,jp,2019,socnet
Abhijit Chakraborty,University of Hyogo,jp,Yoshiyuki Arata,Research Institute of Economy,jp,2019,socnet
Abhijit Chakraborty,University of Hyogo,jp,Hazem Krichene,University of Hyogo,jp,2019,socnet
Abhijit Chakraborty,University of Hyogo,jp,Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,2019,socnet
Hiroyasu Inoue,University of Hyogo,jp,Abhijit Chakraborty,University of Hyogo,jp,2019,socnet
Hiroyasu Inoue,University of Hyogo,jp,Yoshi Fujiwara,University of Hyogo,jp,2019,socnet
Hiroyasu Inoue,University of Hyogo,jp,Yoshiyuki Arata,Research Institute of Economy,jp,2019,socnet
Hiroyasu Inoue,University of Hyogo,jp,Hazem Krichene,University of Hyogo,jp,2019,socnet
Hiroyasu Inoue,University of Hyogo,jp,Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,2019,socnet
Hazem Krichene,University of Hyogo,jp,Hiroyasu Inoue,University of Hyogo,jp,2019,socnet
Hazem Krichene,University of Hyogo,jp,Abhijit Chakraborty,University of Hyogo,jp,2019,socnet
Hazem Krichene,University of Hyogo,jp,Yoshi Fujiwara,University of Hyogo,jp,2019,socnet
Hazem Krichene,University of Hyogo,jp,Yoshiyuki Arata,Research Institute of Economy,jp,2019,socnet
Hazem Krichene,University of Hyogo,jp,Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,2019,socnet
Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,Hiroyasu Inoue,University of Hyogo,jp,2019,socnet
Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,Abhijit Chakraborty,University of Hyogo,jp,2019,socnet
Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,Yoshi Fujiwara,University of Hyogo,jp,2019,socnet
Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,Yoshiyuki Arata,Research Institute of Economy,jp,2019,socnet
Masaaki Terai,RIKEN Advanced Institute for Computational Science,jp,Hazem Krichene,University of Hyogo,jp,2019,socnet
Valerio Arnaboldi,University of Oxford,us,Andrea Passarella,Institute of Informatics and Telematics of CNR,it,2015,socnet
Valerio Arnaboldi,University of Oxford,us,Marco Conti,Institute of Informatics and Telematics of CNR,it,2015,socnet
Valerio Arnaboldi,University of Oxford,us,Robin I. M. Dunbar,University of Oxford,us,2015,socnet
Alessandro Bessi,University of Southern California,us,Fabrizio Marozzo,University of Calabria,it,2018,snam
Fabiana Zollo,IMT School for Advanced Studies,it,Michela Del Vicario,IMT School for Advanced Studies,it,2017,socnet
Fabiana Zollo,IMT School for Advanced Studies,it,Walter Quattrociocchi,University of Siena,it,2017,socnet
Fabiana Zollo,IMT School for Advanced Studies,it,Guido Caldarelli,IMT School for Advanced Studies,it,2017,socnet
Bertrand Jouve,CNRS,fr,Marie Guégan,University of Lyon,fr,2017,snam
Bertrand Jouve,CNRS,fr,Julien Velcin,University of Lyon,fr,2017,snam
Bertrand Jouve,CNRS,fr,Alberto Lumbreras,CNRS,fr,2017,snam
Anne-Sophie Himmel,TU Berlin,de,Hendrik Molter,TU Berlin,de,2017,snam
Anne-Sophie Himmel,TU Berlin,de,Rolf Niedermeier,Technical University Berlin,de,2017,snam
Anne-Sophie Himmel,TU Berlin,de,Manuel Sorge,TU Berlin,de,2017,snam
Sarah K. Cowan,York University,ca,Delia Baldassarri,York University,ca,2018,socnet
Tanya Araújo,Technical University of Lisbon,pt,Sven Banisch,Bielefeld University,de,2012,socnet
Mohammed El Hassouni,Mohammed V University,ma,Zakariya Ghalmane,Mohammed V University,ma,2019,snam
Mohammed El Hassouni,Mohammed V University,ma,Hocine Cherifi,CNRS,fr,2019,snam
Rosa M. Benito,Polytechnic University of Madrid,es,Alfredo Jose Morales,Polytechnic University of Madrid,es,2014,socnet
Rosa M. Benito,Polytechnic University of Madrid,es,Javier Borondo,Polytechnic University of Madrid,es,2014,socnet
Rosa M. Benito,Polytechnic University of Madrid,es,Juan Carlos Losada,Polytechnic University of Madrid,es,2014,socnet
Juan Carlos Losada,Polytechnic University of Madrid,es,Alfredo Jose Morales,Polytechnic University of Madrid,es,2014,socnet
Juan Carlos Losada,Polytechnic University of Madrid,es,Rosa M. Benito,Polytechnic University of Madrid,es,2014,socnet
Juan Carlos Losada,Polytechnic University of Madrid,es,Javier Borondo,Polytechnic University of Madrid,es,2014,socnet
Frederick Kin Hing Phoa,Academia Sinica,tw,Tai-Chi Wang,Academia Sinica,tw,2015,snam
Frederick Kin Hing Phoa,Academia Sinica,tw,Tun-Chieh Hsu,National Chengchi University,tw,2015,snam
Mário Cordeiro,Porto University,pt,João Gama 0001,Porto,pt,2016,snam
Mário Cordeiro,Porto University,pt,Rui Sarmento,Porto University,pt,2016,snam
Ilire Hasani-Mavriqi,Graz University of Technology,at,Elisabeth Lex,Graz University of Technology,at,2016,snam
Ilire Hasani-Mavriqi,Graz University of Technology,at,Subhash Chandra Pujari,Graz University of Technology,at,2016,snam
Ilire Hasani-Mavriqi,Graz University of Technology,at,Florian Geigl,Graz University of Technology,at,2016,snam
Ilire Hasani-Mavriqi,Graz University of Technology,at,Denis Helic,Graz University of Technology,at,2016,snam
Dino P. Christenson,Boston University,us,Janet M. Box-Steffensmeier,Ohio State University,us,2014,socnet
Dino P. Christenson,Boston University,us,Benjamin W. Campbell,Ohio State University,us,2018,socnet
Dino P. Christenson,Boston University,us,Janet M. Box-Steffensmeier,Ohio State University,us,2018,socnet
Dino P. Christenson,Boston University,us,Zachary Navabi,Ohio State University,us,2018,socnet
Dino P. Christenson,Boston University,us,Jason W. Morgan,Ohio State University,us,2019,socnet
Dino P. Christenson,Boston University,us,Benjamin W. Campbell,Ohio State University,us,2019,socnet
Dino P. Christenson,Boston University,us,Janet M. Box-Steffensmeier,Ohio State University,us,2019,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Dino P. Christenson,Boston University,us,2014,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Dino P. Christenson,Boston University,us,2018,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Benjamin W. Campbell,Ohio State University,us,2018,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Zachary Navabi,Ohio State University,us,2018,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Dino P. Christenson,Boston University,us,2019,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Benjamin W. Campbell,Ohio State University,us,2019,socnet
Janet M. Box-Steffensmeier,Ohio State University,us,Jason W. Morgan,Ohio State University,us,2019,socnet
Alon Sela,Ariel University,il,Erez Shmueli,Tel-Aviv University,il,2018,tcss
Alon Sela,Ariel University,il,Dmitri Goldenberg,Tel-Aviv University,il,2018,tcss
Camille Roth,CNRS,fr,Floriana Gargiulo,CNRS,fr,2013,socnet
Camille Roth,CNRS,fr,Arnaud Bringé,National Institute of Demographic Studies,fr,2013,socnet
Camille Roth,CNRS,fr,Klaus Hamberger,CNRS,fr,2013,socnet
Camille Roth,CNRS,fr,Jean-Philippe Cointet,ISC-PIF,fr,2010,socnet
C. A. Piña-García,University of Essex,uk,Dongbing Gu,University of Essex,uk,2013,snam
David Schoch,ETH Zurich,us,Thomas W. Valente,University of Southern California,us,2017,socnet
David Schoch,ETH Zurich,us,Ulrik Brandes,University of Konstanz,de,2017,socnet
Sameera Horawalavithana,University of South Florida,us,Adriana Iamnitchi,University of South Florida,us,2019,tcss
