H. Russell Bernard,"Department of Anthropology, University of Florida, P.O. Box 117305, Turlington Hall Room 1112, Gainesville, FL 32611 7305, USA"
Norman Braun,"Department of Sociology, University of Munich, Konradstr. 6, 80801 Munich, Germany"
Thomas Gautschi,"Department of Sociology, University of Bern, Lerchenweg 36, 3000 Bern 9, Switzerland"
Hetty van Emmerik,"Utrecht University, Heidelberglaan 1, 3584 CS Utrecht, The Netherlands"
Jonathon N. Cummings,"Sloan School of Management, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139-4307, USA"
Monica C. Higgins,"Graduate School of Business Administration, Harvard University, USA"
Yuval Kalish,"Department of Psychology, University of Melbourne, Parkville, 3010 Vic., Australia"
Garry Robins,"Department of Psychology, University of Melbourne, Parkville, 3010 Vic., Australia"
Peter D. Killworth,"National Oceanography Centre, Southampton, Empress Dock, Southampton SO14 3ZH, England"
Christopher McCarty,"Bureau of Economic and Business Research, University of Florida, Gainesville, FL 32611-7145, USA"
H. Russell Bernard,"Department of Anthropology, University of Florida, Gainesville, FL 32610, USA"
Mark House,"Bureau of Economic and Business Research, University of Florida, Gainesville, FL 32611-7145, USA"
Sam Field,"University of Texas at Austin, USA"
Kenneth A. Frank,"Room 462 Erickson Hall, Michigan State University, East Lansing, MI 48824-1034, USA"
Kathryn Schiller,"University at Albany, SUNY, USA"
Catherine Riegle-Crumb,"University of Texas at Austin, USA"
Chandra Muller,"University of Texas at Austin, USA"
Stephen P. Borgatti,"Carroll School of Management, Boston College, Department of Organization Studies, Fulton Hall, 140 Commonwealth Avenue, Chestnut Hill, MA 02467, USA"
Kathleen M. Carley,"Institute for Software Research International, Carnegie Mellon University, USA"
David Krackhardt,"Heinz School of Public Policy, Carnegie Mellon University, USA"
Patrick Doreian,"Department of Sociology, University of Pittsburgh, Pittsburgh, PA 15260, USA"
John P. Boyd 0002,"University of California - Irvine, CA 92697, USA"
William J. Fitzgerald 0002,"University of California - Irvine, CA 92697, USA"
Robert J. Beck,"University of California - Irvine, CA 92697, USA"
Yuki Yasuda,"Faculty of Economics, Graduate School of Economics, The University of Tokyo, 3-34-3 Hongo, Bunkyo-Ku 8F, Tokyo 113-0033, Japan"
Mark S. Mizruchi,"Department of Sociology, University of Michigan, Ann Arbor, MI 48104, USA"
Christopher Marquis,"Organizational Behavior Unit, Harvard Business School, Harvard University, Boston, MA 02163, USA"
Lluís Coromina,"Department of Economics, University of Girona, Faculty of Economics, Campus Montilivi, 17071 Girona, Spain"
Germà Coenders,"Department of Economics, University of Girona, Faculty of Economics, Campus Montilivi, 17071 Girona, Spain"
Tackseung Jun,"Department of Economics, Kyung Hee University, 1 Hoegidong, Dongdaemunku, Seoul 130-701, Republic of Korea"
Jeong-Yoo Kim,"Department of Economics, Kyung Hee University, 1 Hoegidong, Dongdaemunku, Seoul 130-701, Republic of Korea"
Beom Jun Kim,"Ajou University, Seoul, Republic of Korea"
Moo Young Choi,"Seoul National University and KIAS, Seoul, Republic of Korea"
Gueorgi Kossinets,"Department of Sociology and Institute for Social and Economic Research and Policy, Columbia University, 420 W. 118th Street, 8th Floor, Mail Code 3355, New York, NY 10027, USA"
Patrick Doreian,"Department of Sociology, University of Pittsburgh 2603 WWPH, Pittsburgh, PA 15260, USA"
Peter V. Marsden,"Department of Sociology, Faculty of Arts and Sciences, Harvard University, 630 William James Hall, Cambridge, MA 02138, USA"
Carter T. Butts,"Department of Sociology, Institute for Mathematical Behavioral Sciences, University of California - Irvine, SSPA 2145, Irvine, CA 92697, USA"
Naoki Masuda,"Laboratory for Mathematical Neuroscience, RIKEN Brain Science Institute, 2-1 Hirosawa, Wako, Saitama 351-0198, Japan"
Norio Konno,"Faculty of Engineering, Yokohama National University, 79-5 Tokiwadai, Hodogaya, Yokohama 240-8501, Japan"
Charles Carroll,"Faculty of Management and Organization, University of Groningen, P.O. Box 800, 9700 AV Groningen, The Netherlands"
John Levi Martin,"University of Wisconsin-Madison, Department of Sociology, 8128 Social Sciences Building, 1180 Observatory Drive, Madison, WI 53706-1393, USA"
King-To Yeung,"Rutgers, The State University of New Jersey, Department of Sociology, New Jersey, USA"
Alayne M. Adams,"Heilbrunn Center for Population and Family Health, Mailman School of Public Health, Columbia University, New York, NY 10032, USA"
Sangeetha Madhavan,"School of Social Sciences, University of the Witwatersrand, Johannesburg, South Africa"
Dominique Simon,"Center for Addiction Recovery, 131 Silver Lane, Sunderland, MA 01375, USA"
Frank Tutzauer,"Department of Communication, 359 Baldy Hall, University at Buffalo, Buffalo, NY 14260, USA"
Margaret K. Chojnacki,"Department of Communication, School of Arts and Sciences, Barry University, 11300 NE 2nd Avenue, Miami Shores, FL 33161-6695, USA"
Pauline W. Hoffmann,"Department of Communication, 359 Baldy Hall, University at Buffalo, Buffalo, NY 14260, USA"
Tadeusz Sozanski,"Institute of Sociology, Jagiellonian University, 52 Grodzka, 31-044 Kraków, Poland"
Filip Agneessens,"Ghent University, Ghent, Belgium"
Hans Waege,"Ghent University, Ghent, Belgium"
John Lievens,"Ghent University, Ghent, Belgium"
Ana Salomé García Muñiz,"University of Oviedo, Faculty of Economics, Department of Applied Economics, Avd. Cristo s/n, 33071 Oviedo, Asturias, Spain"
Carmen Ramos Carvajal,"University of Oviedo, Faculty of Economics, Department of Applied Economics, Avd. Cristo s/n, 33071 Oviedo, Asturias, Spain"
Gábor Péli,"University of Groningen, Faculty of Economics, P.O.B. 800, 9700 AV Groningen, The Netherlands"
Jeroen Bruggeman,"University of Amsterdam, Department of Sociology and Anthropology, Oudezijds Achterburgwal 185, 1012 DK Amsterdam, The Netherlands"
James H. Fowler,"Department of Political Science, University of California - Davis, One Shields Avenue, Davis, CA 95616, United States"
Stephen P. Borgatti,"Department of Organization Studies, Boston College, Chestnut Hill, MA 02467, USA"
Martin G. Everett,"University of Westminster, 35 Marylebone Road London NW1 5LS, UK"
Karl E. Bauman,"Department of Health Behavior and Health Education, The University of North Carolina at Chapel Hill, USA"
Robert W. Faris,"Department of Sociology, The University of North Carolina at Chapel Hill, USA"
Susan T. Ennett,"Department of Health Behavior and Health Education, The University of North Carolina at Chapel Hill, USA"
Andrea M. Hussong,"Department of Psychology, The University of North Carolina at Chapel Hill, USA"
Vangie A. Foshee,"Department of Health Behavior and Health Education, The University of North Carolina at Chapel Hill, USA"
Elisabeth L. Terhell,"Faculty of Social Sciences, Vrije Universiteit,Vrije University Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands"
Marjolein I. Broese van Groenou,"Faculty of Social Sciences, Vrije Universiteit, Vrije University Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands"
Theo van Tilburg,"Faculty of Social Sciences, Vrije Universiteit, Vrije University Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands"
Matthijs Kalmijn,"Department of Social and Cultural Sciences, Tilburg University, P.O. Box 90.153, 5000 LE, Tilburg, The Netherlands"
Jeroen K. Vermunt,"Department of Methodology and Statistics, Tilburg University, P.O. Box 90.153, 5000 LE, Tilburg, The Netherlands"
jimi adams,"Ohio State University, 300 Bricker Hall, 190 N Oval Mall, Columbus, OH 43201, USA"
James Moody,"Ohio State University, 300 Bricker Hall, 190 N Oval Mall, Columbus, OH 43201, USA"
Carl Nordlund,"Human Ecology Division, Lund University, Finngatan 16, S-223 62 Lund, Sweden"
Trevor I. Fenner,"School of Computer Science and Information Systems, Birkbeck College, University of London, London WC1E 7HX, UK"
Mark Levene,"School of Computer Science and Information Systems, Birkbeck College, University of London, London WC1E 7HX, UK"
George Loizou,"School of Computer Science and Information Systems, Birkbeck College, University of London, London WC1E 7HX, UK"
Philip A. Sinclair,"The British University in Egypt, El Sherouk City, Misr-Ismalia Desert Road, Postal No. 11837, P.O. Box 43, Egypt"
James Stiller,"British Academy Centenary Research Project, School of Biological Sciences, University of Liverpool, Liverpool L69, UK"
Robin I. M. Dunbar,"British Academy Centenary Research Project, School of Biological Sciences, University of Liverpool, Liverpool L69, UK"
Ales Ziberna,"Faculty of Social Sciences, University of Ljubljana, Kardeljeva ploščad 5, 1000 Ljubljana, Slovenia"
John W. McDonald,"Southampton Statistical Sciences Research Institute, University of Southampton, Southampton SO17 1BJ, United Kingdom"
Peter W. F. Smith,"Southampton Statistical Sciences Research Institute, University of Southampton, Southampton SO17 1BJ, United Kingdom"
Jonathan J. Forster,"Southampton Statistical Sciences Research Institute, University of Southampton, Southampton SO17 1BJ, United Kingdom"
Soong Moon Kang,"Department of Management Science and Engineering, Stanford University, Stanford, CA 94305, USA"
Carlo Morselli,"School of Criminology, Université de Montréal, University of Montreal, C.P. 6128, Succursale Centre-ville, Montreal, Que. H3C-3J7, Canada"
Cynthia Giguère,"School of Criminology, Université de Montréal, University of Montreal, C.P. 6128, Succursale Centre-ville, Montreal, Que. H3C-3J7, Canada"
Katia Petit,"School of Criminology, Université de Montréal, University of Montreal, C.P. 6128, Succursale Centre-ville, Montreal, Que. H3C-3J7, Canada"
Thomas W. Valente,"Department of Preventive Medicine, School of Medicine, 1000 S., Fremont Ave., Bldg A Room 5133, University of Southern California, Alhambra, CA 91803, United States"
David B. Tindall,"Department of Sociology, University of British Columbia, British Columbia, Canada V6T 1Z1"
Garry Robins,"School of Behavioural Science, University of Melbourne, Australia', 'Department of Sociology, University of Washington, United States"
Martina Morris,"Department of Sociology, University of Washington, United States"
Garry Robins,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic. 3010, Australia"
Pip Pattison,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic. 3010, Australia"
Yuval Kalish,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic. 3010, Australia"
Dean Lusher,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic. 3010, Australia"
Garry Robins,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic., 3010, Australia"
Tom A. B. Snijders,"Faculty of Behavioral and Social Sciences, University of Groningen, The Netherlands"
Peng Wang 0002,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic., 3010, Australia"
Mark Handcock,"Department of Statistics, University of Washington, Seattle, USA"
Philippa Pattison,"Department of Psychology, School of Behavioural Science, University of Melbourne, Vic., 3010, Australia"
David R. Hunter,"Penn State University, United States"
Steven M. Goodreau,"University of Washington, Department of Anthropology and Center for Studies in Demography and Ecology, Washington, United States"
Frank Tutzauer,"Department of Communication, 359 Baldy Hall, University at Buffalo, Buffalo, NY 14260, USA"
Marcel A. L. M. van Assen,"Department of Methodology and Statistics, Tilburg University, P.O. Box 90153, 5000 LE Tilburg, The Netherlands"
Arnout van de Rijt,"Department of Sociology, Cornell University, United States"
David C. Bell,"Department of Sociology, Indiana University-Purdue University Indianapolis (IUPUI), 425 University Blvd., Indianapolis, IN 46202-5140, United States"
Benedetta Belli-McQueen,"Center for Success and Independence Houston, TX, United States"
Ali Haider,"Karachi, Pakistan"
Christopher McCarty,"University of Florida Survey Research Center, Bureau of Economic and Business Research, PO Box 117145, University of Florida, Gainesville, FL 32611-7145, USA"
Peter D. Killworth,"Division for Ocean Circulation, National Oceanography Centre, Southampton, United Kingdom"
James Rennell,"Division for Ocean Circulation, National Oceanography Centre, Southampton, United Kingdom"
Mario Diani,"University of Trento and University of Strathclyde in Glasgow, Faculty of Sociology, Via Verdi 26, I-38100 Trento, Italy"
José Luis Molina,"Departament d’Antropologia social i cultural, Universitat Autònoma de Barcelona, Autonomous University of Barcelona, Spain"
Amalya L. Oliver,"Department of Sociology and Anthropology, The Hebrew University, Jerusalem, Israel"
Yuval Kalish,"Department of Sociology and Anthropology, The Hebrew University, Jerusalem, Israel"
Gad Yair,"Department of Sociology and Anthropology, The Hebrew University, Jerusalem, Israel"
James Moody,"Duke University, Department of Sociology, Durham, NC, United States"
Barry Wellman,"NetLab, Centre for Urban & Community Studies, University of Toronto, 455, Spadina Avenue, Toronto, Canada M5S 2G8"
Susan Bastani,"Department of Sociology, University of Alzahra, Tehran"
Marina Hennig,"Humboldt-Universität zu Berlin, Humboldt University of Berlin, Philosophische Fakultät III, Institut für Sozialwissenschaften, Universitätsstrasse 3b, 10117 Berlin, Germany"
Michel Grossetti,"Universite de Toulouse le Mirail, University of Toulouse Le Mirail, Centre d’etudes des Rationalities et des Savoirs (CERS), 5 Allees A. Machado, 31058 Toulouse Cedex 9, France"
Gabriele Plickert,"NetLab, Department of Sociology, University of Toronto, Canada"
Rochelle R. Côté,"NetLab, Department of Sociology, University of Toronto, Canada"
Barry Wellman,"NetLab, Department of Sociology, University of Toronto, Canada"
Diana Mok,"Department of Geography, University of Western Ontario, London, Canada"
Barry Wellman,"NetLab, Centre for Urban & Community Studies, University of Toronto, Toronto, Canada"
Ranu Basu,
Daniel J. Brass,"Gatton College of Business and Economics, University of Kentucky, United States"
Thomas W. Valente,"Department of Preventive Medicine, School of Medicine, 1000 S., Fremont Ave., Bldg A Room 5133, University of Southern California, Alhambra, CA 91803, United States"
Jessica A. Crowe,"Department of Sociology, Washington State University, PO Box 644020, Pullman, WA 99164-4020, United States"
Miranda J. Lubbers,"Groningen Institute for Educational Research (GION), University of Groningen, The Netherlands"
Tom A. B. Snijders,"Nuffield College, University of Oxford, UK"
Davide Barrera,"ICS/Department of Sociology, Utrecht University, Heidelberglaan 2, 3584 CS Utrecht, The Netherlands"
